award_id,player_id,award_name,league,award_date
7521,p277,Best spiker,Asian Championships U18,2007
7522,p3524,Best blocker,World Cup,2019
7523,p3524,Best middle-blocker,Volleyball Nations League,2019
7524,p277,Best server,Asian Championships U18,2007
7525,p277,Best spiker,Chinese Volleyball League,2009
7526,p3524,Best middle-blocker,World Championships U23,2017
7527,p2797,Best blocker,Brazilian Superliga,2021
7528,p27593,Best outside hitter,Pan American Cup,2021
7529,p2797,Best middle-blocker,World Championships U23,2013
7530,p2482,Best spiker,Asian Club Championship,2010
7531,p423,MVP,Spanish Superliga 2,2010
7532,p423,Best setter,Spanish Superliga 2,2010
7533,p477,Best setter,Champions League,2020
7534,p35767,Best server,Central American Championship U21,2013
7535,p477,Best setter,European Championships,2019
7536,p477,Best setter,Polish Cup,2018
7537,p99,MVP,Belgian Liga A,2003
7538,p477,Best setter,Volleyball Nations League,2018
7539,p11814,Best spiker,European Golden League,2022
7540,p477,Best setter,Hubert Wagner Memorial,2017
7541,p477,Best setter,World League,2017
7542,p11814,Best outside hitter,French Ligue B,2021
7543,p90972,Best outside hitter,Baltic League,2011
7544,p35266,MVP,All Japan Intercollegiate Championship,2017
7545,p477,Best setter,Polish Cup,2016
7546,p477,Best setter,CEV Olympic Qualification,2016
7547,p40814,Best outside hitter,PSL Grand Prix,2012
7548,p477,MVP,Polish PlusLiga,2015
7549,p3520,Best spiker,European Golden League,2014
7550,p477,Best setter,Polish PlusLiga,2015
7551,p966,Best spiker,The Olympic Qualification,2008
7552,p6666,Best receiver,German Bundesliga 2.South,2018
7553,p6666,Best scorer,Swiss League,2014
7554,p477,Best setter,Polish Cup,2015
7555,p741,Best spiker,Polish PlusLiga,2013
7556,p741,Best receiver,Polish Cup,2013
7557,p477,Best setter,World League,2015
7558,p502,Best libero,French Ligue A,2020
7559,p477,MVP,French Ligue A,2012
7560,p477,Best setter,French Ligue A,2012
7561,p502,Best receiver,French Ligue A,2020
7562,p477,Best setter,French Ligue A,2009
7563,p477,Best setter,French Ligue B,2008
7564,p502,Best receiver,French Ligue A,2019
7565,p477,Best setter,European Championships U18,2007
7566,p26214,Best blocker,Canada West Championship,2019
7567,p502,Best receiver,French Ligue A,2018
7568,p2466,Best scorer,Challenge Cup,2018
7569,p502,Best libero,French Ligue A,2018
7570,p2466,Best outside hitter,Challenge Cup,2018
7571,p2466,Best outside hitter,European Golden League,2018
7572,p2466,Best scorer,Czech Extraliga,2015
7573,p2466,MVP,Czech Extraliga,2014
7574,p25412,Best setter,Baltic League,2021
7575,p502,Best receiver,French Ligue A,2017
7576,p25412,Best setter,Lithuanian League,2021
7577,p29927,Best setter,NORCECA Championships,2019
7578,p30693,Best blocker,Indonesian Proliga,2017
7579,p17577,Best spiker,Finnish Lentopallon Mestaruusliiga,2021
7580,p33598,MVP,European Championships U17,2019
7581,p393,Best opposite,Baltic League,2018
7582,p393,MVP,Baltic League,2016
7583,p4269,Best server,Finnish Cup,2017
7584,p393,Best opposite,Baltic League,2016
7585,p4269,Best outside hitter,Finnish Cup,2017
7586,p146,MVP,Italian Cup A2,2014
7587,p4269,Best outside hitter,Finnish Lentopallon Mestaruusliiga,2017
7588,p42603,MVP,Belgian Liga A,1979
7589,p146,Best spiker,World Championships U19,2001
7590,p84334,Best outside hitter,NEVZA U19,2022
7591,p146,MVP,South American Championship U21,2002
7592,p6560,Best middle-blocker,South American Club Championship,2017
7593,p146,Best spiker,South American Championship U21,2002
7594,p2978,Best middle-blocker,Greek A1 League,2020
7595,p78775,Best server,Korea Corporates Volleyball Federation,2021
7596,p2978,Best spiker,Greek A1 League,2020
7597,p17326,Best setter,Belarussian League,2020
7598,p17326,Best setter,Belarussian League,2019
7599,p2978,Best blocker,Greek A1 League,2020
7600,p1136,Best outside hitter,Challenge Cup,2020
7601,p2978,Best middle-blocker,Serbian Super League,2015
7602,p2978,Best spiker,Serbian Cup,2014
7603,p1136,Best outside hitter,Champions League,2015
7604,p2978,Best middle-blocker,Serbian Cup,2014
7605,p1136,Best outside hitter,European Championships,2015
7606,p2978,Best blocker,World Championships U21,2013
7607,p31321,Best outside hitter,Asian Championships U18,2017
7608,p5047,Best receiver,African Championship,2021
7609,p93470,Best receiver,Slovenian League,2021
7610,p34815,Best server,Amateur French Cup,2016
7611,p5047,Best outside hitter,French Ligue A,2019
7612,p271,Best setter,Challenger Cup,2018
7613,p24940,Best setter,Danish VolleyLigaen,2013
7614,p110846,Best setter,UAAP,2008
7615,p110846,Best setter,UAAP,2009
7616,p4880,Best outside hitter,Japan V.League Division 1,2021
7617,p78058,Best middle-blocker,Japan V.League Division 1,1978
7618,p449,Best setter,Spanish Cup,2002
7619,p33042,Best middle-blocker,NEVZA U19,2017
7620,p5401,MVP,MEVZA,2019
7621,p566,Best scorer,Korean V-League,2008
7622,p566,Best server,Korean V-League,2008
7623,p566,MVP,Korean V-League,2007
7624,p566,Best scorer,Korean V-League,2007
7625,p566,Best server,Korean V-League,2007
7626,p1902,Best digger,America's Cup,2000
7627,p1902,MVP,Brazilian Superliga,1999
7628,p1902,Best spiker,Brazilian Superliga,1999
7629,p1902,Best spiker,Brazilian Superliga,1998
7630,p1902,Best receiver,World League,1993
7631,p26196,Best scorer,European Championship Qualification,2021
7632,p34409,Best middle-blocker,European Championships U18,2018
7633,p2295,Best setter,European Golden League,2013
7634,p5778,Best server,African Championship,2021
7635,p5778,Best spiker,African Championship,2019
7636,p5778,Best spiker,African Championship,2017
7637,p2791,Best server,Polish Second League,2020
7638,p5030,Best middle-blocker,French Ligue A,2019
7639,p5030,Best server,French Ligue A,2018
7640,p5030,Best middle-blocker,French Ligue A,2018
7641,p5030,MVP,Ukrainian Superliga,2015
7642,p5030,Best middle-blocker,Ukrainian Superliga,2015
7643,p1797,Best setter,Champions League,2006
7644,p3637,Best middle-blocker,Polish Second League,2014
7645,p24717,MVP,Japan V.League Division 1,2005
7646,p41373,Best digger,South American Championship U21,2010
7647,p7079,Best blocker,Serbian Super League,2019
7648,p7079,Best spiker,Serbian Super League,2010
7649,p7079,Best spiker,Serbian Cup,2010
7650,p34471,MVP,Russian Liga A,2020
7651,p109790,MVP,UAAP,2008
7652,p109790,Best server,UAAP,2008
7653,p109790,Best server,UAAP,2007
7654,p109790,Best server,UAAP,2009
7655,p25401,Best server,Italian Cup,2001
7656,p25401,Best spiker,Italian Cup,2001
7657,p25401,Best server,German Bundesliga,1996
7658,p25401,Best spiker,German Bundesliga,1995
7659,p25401,Best server,German Bundesliga,1995
7660,p25401,Best server,German Bundesliga,1994
7661,p25401,MVP,Hungarian Championship,1990
7662,p25401,MVP,Hungarian Championship,1991
7663,p25401,MVP,Hungarian Championship,1992
7664,p25401,MVP,Hungarian Championship,1993
7665,p4007,Best setter,South American Championship U19,2014
7666,p35566,Best blocker,NORCECA Championship U21,2010
7667,p11464,MVP,NCAA,1982
7668,p11464,MVP,NCAA,1983
7669,p4073,Best middle-blocker,Coupe Fred Fellay,2018
7670,p4073,Best blocker,Coupe Fred Fellay,2018
7671,p4163,Best setter,Finnish Lentopallon Mestaruusliiga,2018
7672,p4163,Best setter,Czech Extraliga,2017
7673,p4163,Best server,Dutch Eredivisie,2016
7674,p54345,Best blocker,Romanian Divizia A1,2017
7675,p54345,Best middle-blocker,Romanian Divizia A1,2016
7676,p54345,Best blocker,French Ligue B,2015
7677,p54345,Best middle-blocker,French Ligue B,2015
7678,p54345,Best blocker,French Ligue B,2014
7679,p54345,Best middle-blocker,French Ligue B,2014
7680,p54345,Best blocker,French Ligue B,2013
7681,p54345,Best middle-blocker,French Ligue B,2013
7682,p2029,Best outside hitter,Greek A1 League,2020
7683,p2029,Best server,Greek A1 League,2020
7684,p2029,Best receiver,Greek A1 League,2020
7685,p2029,Best outside hitter,Italian Serie A2,2012
7686,p2029,Best server,Italian Serie A2,2012
7687,p2029,Best receiver,Italian Serie A2,2012
7688,p72569,Best middle-blocker,NEVZA U17,2021
7689,p1027,Best receiver,Italian Serie A1,1994
7690,p105146,Best outside hitter,Philippines Open Conference,2014
7691,p105146,MVP,UAAP,2010
7692,p105146,Best spiker,UAAP,2010
7693,p105146,Best scorer,UAAP,2010
7694,p7042,MVP,World Championships U21,2019
7695,p7042,Best server,World Championships U21,2019
7696,p7042,MVP,Asian Championships U20,2018
7697,p7042,MVP,World Championships U19,2017
7698,p7042,Best outside hitter,World Championships U19,2017
7699,p7042,Best outside hitter,Asian Championships U20,2016
7700,p7042,Best outside hitter,Asian Championships U18,2014
7701,p6552,Best middle-blocker,World Championships U21,2015
7702,p56940,MVP,Spanish Superliga 2,2020
7703,p56940,Best server,Spanish Superliga 2,2020
7704,p107360,Best libero,South American Championship U19,2022
7705,p6991,Best middle-blocker,Asian Club Championship,2021
7706,p6991,Best middle-blocker,Asian Club Championship,2020
7707,p6991,Best blocker,Challenger Cup,2018
7708,p6991,Best middle-blocker,Asian Championships,2017
7709,p35828,Best setter,Central America Championship U19,2013
7710,p12995,Best digger,Central American and Caribbean Games,2014
7711,p23179,Best outside hitter,Danish VolleyLigaen,2013
7712,p38807,Best middle-blocker,Turkish Cup,2017
7713,p1086,Best opposite,Summer Universiade,2013
7714,p1086,MVP,Summer Universiade,2013
7715,p11427,Best outside hitter,Central American Cup,2018
7716,p11427,Best scorer,Central American Games,2017
7717,p11427,Best scorer,NORCECA Championships,2017
7718,p4208,Best setter,CEV Cup,2015
7719,p133686,Best setter,Asian Club Championship,2007
7720,p202,Best outside hitter,World Championships,2014
7721,p202,Best receiver,World Championships,2014
7722,p202,Best receiver,Brazilian Superliga,2012
7723,p202,MVP,The Olympics,2012
7724,p202,MVP,South American Club Championship,2010
7725,p202,Best receiver,World League,2011
7726,p202,MVP,World Championships,2010
7727,p202,MVP,Hubert Wagner Memorial,2010
7728,p202,MVP,World League,2010
7729,p202,Best receiver,Brazilian Superliga,2010
7730,p202,MVP,Brazilian Superliga,2010
7731,p202,MVP,South American Championship,2009
7732,p202,Best blocker,Italian Cup,2006
7733,p202,Best spiker,Italian Serie A1,2006
7734,p6976,Best blocker,Polish PlusLiga,2004
7735,p78983,Best spiker,European Championships,1991
7736,p35988,Best server,Central America Championship U19,2013
7737,p41725,Best setter,Asian Championships U23,2015
7738,p347,MVP,German Bundesliga,2016
7739,p347,Best server,European Golden League,2004
7740,p347,Best server,German Bundesliga,2001
7741,p30743,Best blocker,Qatar League,2016
7742,p1849,Best receiver,Asian Championships,1999
7743,p1849,Best digger,Grand Champions Cup,1997
7744,p61348,Best blocker,Mexican League,2022
7745,p6149,Best receiver,Polish Second League,2020
7746,p11521,MVP,Swedish Cup,2019
7747,p28070,Best libero,Cyprus Division 1,2020
7748,p28070,Best libero,Small Countries Division,2013
7749,p6605,Best receiver,Club World Championship,2022
7750,p6605,Best digger,Club World Championship,2022
7751,p6605,Best libero,South American Club Championship,2021
7752,p6605,Best receiver,Brazilian Cup,2021
7753,p6605,Best libero,Brazilian Superliga,2021
7754,p6605,Best libero,Brazilian Superliga,2020
7755,p6605,Best libero,Mineiro Championship,2020
7756,p6605,Best digger,Mineiro Championship,2019
7757,p6605,Best libero,Mineiro Championship,2019
7758,p6605,Best libero,World Championships U21,2017
7759,p6469,Best server,Balkan Championships U21,2016
7760,p34945,MVP,All Japan Intercollegiate Championship,2016
7761,p33445,Best setter,Korea Corporates Volleyball Federation,2017
7762,p6506,Best libero,World Championships U19,2011
7763,p6506,Best libero,European Championships U18,2011
7764,p3927,Best middle-blocker,Hungarian Championship,2021
7765,p3927,Best spiker,Hungarian Championship,2020
7766,p3927,Best middle-blocker,Hungarian Championship,2020
7767,p4009,MVP,Polish PlusLiga,2003
7768,p4009,Best scorer,Polish PlusLiga,2003
7769,p4009,Best spiker,Polish PlusLiga,2003
7770,p24224,Best libero,Serbian Super League,2015
7771,p24224,Best receiver,Serbian Cup,2009
7772,p17964,Best middle-blocker,Asian Club Championship,2018
7773,p31906,Best libero,Small Countries Division,2017
7774,p4386,Best opposite,U Sports Championship,2010
7775,p64720,Best receiver,Serbian Super League,2010
7776,p64720,Best libero,Serbian Super League,2010
7777,p64720,Best receiver,Serbian Super League,2009
7778,p64720,Best libero,Serbian Super League,2009
7779,p64720,Best libero,Serbian Cup,2009
7780,p7238,Best spiker,Türkiye Erkekler Voleybol Ligi,2019
7781,p1221,Best server,Italian Serie A2,2017
7782,p26355,Best spiker,All Japan Intercollegiate Championship,2018
7783,p26355,Best blocker,All Japan Intercollegiate Championship,2017
7784,p955,Best blocker,Challenge Cup,2011
7785,p43058,MVP,Korean President's Cup U19,2011
7786,p30784,Best blocker,Argentinian Liga A1,2021
7787,p30784,Best middle-blocker,Argentinian Liga A1,2021
7788,p42423,Best scorer,NORCECA Championship U21,2010
7789,p109593,Best receiver,Japan V.League Division 3,2017
7790,p6861,Best libero,Venezuelan League,2018
7791,p36897,Best outside hitter,Ukrainian Druga Liga,2019
7792,p73924,MVP,Asian Championships,1989
7793,p73924,Best setter,Asian Championships,1989
7794,p73924,MVP,Korean V-League,1988
7795,p73924,Best setter,Korean V-League,1988
7796,p73924,Best setter,Korean V-League,1989
7797,p82760,Best outside hitter,All Japan High School Championship,2021
7798,p1920,Best spiker,Central American and Caribbean Games,2010
7799,p1920,Best scorer,Pan American Cup,2010
7800,p1920,Best receiver,The Olympic Qualification,2008
7801,p1920,Best opposite,NORCECA Championships,2007
7802,p1920,Best outside hitter,NCAA,1997
7803,p1920,MVP,Swiss League,2003
7804,p1920,MVP,Swiss League,2001
7805,p6719,Best scorer,European Youth Olympic Festival U19,2017
7806,p6719,Best server,European Youth Olympic Festival U19,2017
7807,p6719,Best spiker,European Youth Olympic Festival U19,2017
7808,p22496,Best opposite,Thailand League,2020
7809,p22496,MVP,Thailand League,2018
7810,p22496,Best outside hitter,Thailand League,2018
7811,p1783,Best libero,The Olympics,2012
7812,p1783,Best libero,Hubert Wagner Memorial,2012
7813,p1783,Best digger,The Olympic Qualification,2012
7814,p1783,Best libero,German Bundesliga,2007
7815,p1783,Best digger,German Bundesliga,2007
7816,p1783,Best server,European Championships U18,2007
7817,p1783,Best libero,Champions League,2006
7818,p1783,Best libero,German Bundesliga,2006
7819,p1783,Best digger,German Bundesliga,2006
7820,p63365,Best libero,Iran Super League,2014
7821,p3940,Best middle-blocker,Balkan Championships U21,2010
7822,p51950,MVP,Korean V-League,1994
7823,p51950,Best outside hitter,Korean V-League,1994
7824,p51950,Best outside hitter,Korean V-League,1995
7825,p51950,Best outside hitter,Korean V-League,1996
7826,p1831,Best receiver,CEV Cup,2007
7827,p1831,MVP,U Sports Championship,2004
7828,p1831,MVP,Canada West Championship,2004
7829,p2954,Best server,Korean V-League,2006
7830,p2954,Best spiker,Korean V-League,2006
7831,p29975,Best setter,Pan American Cup U23,2018
7832,p29975,Best setter,Central America Championship U23,2018
7833,p29975,Best setter,Central America Championship U23,2016
7834,p35378,Best opposite,Central American Games,2017
7835,p109400,Best middle-blocker,Philippines Collegiate Conference,2015
7836,p34419,MVP,German Bundesliga,2014
7837,p35966,Best digger,Central America Championship U19,2013
7838,p33065,Best outside hitter,Ukrainian Persha Liga,2019
7839,p23634,Best outside hitter,Ukrainian Cup,2017
7840,p48006,MVP,BRD Bundesliga,1988
7841,p48006,MVP,BRD Bundesliga,1987
7842,p152,Best spiker,South American Championship,2011
7843,p152,Best receiver,Hubert Wagner Memorial,2010
7844,p152,Best spiker,Champions League,2009
7845,p152,Best spiker,World League,2008
7846,p152,Best spiker,World Cup,2007
7847,p152,MVP,Greek Cup,2006
7848,p152,Best spiker,World Championships,2006
7849,p152,MVP,America's Cup,2005
7850,p152,Best scorer,America's Cup,2005
7851,p152,Best blocker,World League,2005
7852,p152,Best spiker,The Olympics,2004
7853,p152,Best receiver,World League,2004
7854,p152,MVP,Russian SuperCup,2009
7855,p110850,Best scorer,UAAP,2007
7856,p110850,Best spiker,UAAP,2007
7857,p110850,MVP,UAAP,2006
7858,p35559,Best outside hitter,Albanian League,2021
7859,p35559,Best outside hitter,Albanian Cup,2021
7860,p35559,Best spiker,Albanian Cup,2021
7861,p35559,Best scorer,Pan American Cup U23,2012
7862,p35559,Best server,Pan American Cup U23,2012
7863,p35559,Best server,Pan American Cup U19,2011
7864,p4477,Best spiker,Korean V-League,2004
7865,p4477,MVP,Korean V-League,2004
7866,p4477,Best middle-blocker,Korean V-League,1994
7867,p4477,Best opposite,Korean V-League,2000
7868,p4477,Best server,Korean V-League,1996
7869,p4477,Best server,Korean V-League,1998
7870,p11675,MVP,Montenegrin Cup,2021
7871,p48846,Best setter,Thailand League,2009
7872,p16754,Best outside hitter,Asian Championships U20,2014
7873,p16754,MVP,Asian Championships U18,2012
7874,p79003,Best receiver,Malaysian Volleyball League,2022
7875,p79003,Best libero,Sooka Super Series Volleyball Malaysia 2022,2022
7876,p87,Best blocker,Belgian Liga A,2021
7877,p87,Best middle-blocker,Belgian Liga A,2021
7878,p87,Best middle-blocker,Belgian Liga A,2020
7879,p87,Best spiker,Belgian Liga A,2014
7880,p41854,Best scorer,Pan American Cup,2015
7881,p4003,Best receiver,Champions League,2014
7882,p27625,Best server,Canada West Championship,2019
7883,p24096,MVP,Croatian Cup,2020
7884,p44553,Best middle-blocker,Turkish Cup,2018
7885,p44553,Best middle-blocker,Turkish Cup,2013
7886,p493,Best libero,CEV Cup,2016
7887,p493,Best receiver,Italian Cup,2012
7888,p493,Best libero,CEV Cup,2009
7889,p493,Best libero,European Championships,2009
7890,p493,Best libero,Champions League,2004
7891,p493,Best digger,The Olympic Qualification,2004
7892,p493,Best digger,European Championships,2003
7893,p493,Best libero,World Championships,2002
7894,p493,Best digger,World Championships,2002
7895,p493,Best receiver,European Championships,2001
7896,p4599,Best blocker,Chinese Volleyball League,2016
7897,p25711,MVP,Japan V.League Division 1,1998
7898,p35255,Best middle-blocker,Kurowashiki Tournament,2021
7899,p3477,Best setter,Ukrainian Cup,2018
7900,p3477,Best setter,Ukrainian Superliga,2018
7901,p3477,Best setter,Ukrainian Superliga,2010
7902,p115135,Best server,Japan V.League Division 3,2021
7903,p115135,MVP,Japan V.League Division 3,2021
7904,p17340,Best blocker,Serbian Cup,2014
7905,p17340,Best middle-blocker,Serbian Cup,2014
7906,p44449,MVP,European Championships,1979
7907,p65694,MVP,Topdivisie men B,2021
7908,p2790,Best blocker,Challenge Cup,2016
7909,p2790,Best middle-blocker,NEVZA U19,2013
7910,p1929,Best digger,NORCECA Championships,2021
7911,p26530,Best blocker,BRD Bundesliga,1989
7912,p704,Best outside hitter,Japan V.League Division 1,2007
7913,p41380,Best setter,Pan American Cup,2014
7914,p5779,MVP,Argentinian Liga A1,2020
7915,p704,Best server,Asian Championships,2007
7916,p704,MVP,Japan V.League Division 1,2006
7917,p5779,Best outside hitter,Argentinian Liga A1,2020
7918,p704,Best outside hitter,Japan V.League Division 1,2006
7919,p24071,Best outside hitter,Spanish Superliga,2010
7920,p704,Best server,Japan V.League Division 1,2005
7921,p16703,Best middle-blocker,Pan American Cup U21,2017
7922,p704,Best scorer,Asian Championships,2005
7923,p704,MVP,Kurowashiki Tournament,2016
7924,p704,Best outside hitter,Kurowashiki Tournament,2016
7925,p25709,MVP,Peruvian League,2021
7926,p25709,Best outside hitter,Peruvian League,2019
7927,p25709,Best opposite,Peruvian League,2017
7928,p10629,Best scorer,NORCECA Challenger Cup Qualification,2023
7929,p32825,Best middle-blocker,Finnish Cup,2019
7930,p10629,Best server,NORCECA Challenger Cup Qualification,2023
7931,p11666,Best setter,CEV Cup,2018
7932,p24551,Best setter,Viacheslav Platonov Memorial,2021
7933,p24551,MVP,Belarussian Cup,2020
7934,p24551,Best setter,Belarussian Cup,2020
7935,p974,Best opposite,NORCECA Olympic Qualification,2021
7936,p974,Best opposite,NORCECA Championships,2019
7937,p974,Best opposite,Pan American Games,2019
7938,p974,Best opposite,Central American and Caribbean Games,2018
7939,p974,Best server,Central American and Caribbean Games,2018
7940,p974,Best scorer,Italian Serie A1,2015
7941,p974,Best scorer,Pan American Cup,2014
7942,p1146,MVP,French Ligue B,2009
7943,p1146,Best setter,French Ligue B,2009
7944,p78121,Best middle-blocker,Korean V-League,1985
7945,p78121,Best middle-blocker,Korean V-League,1986
7946,p72357,Best middle-blocker,South American Championship U21,2022
7947,p35541,Best opposite,Amateur French Cup,2016
7948,p7,Best spiker,Argentinian Liga A1,2012
7949,p27597,Best opposite,Asian Championships U18,2018
7950,p996,Best middle-blocker,Club World Championship,2018
7951,p503,MVP,French Ligue A,2021
7952,p996,Best middle-blocker,Champions League,2017
7953,p996,Best blocker,Italian Cup,2011
7954,p486,Best receiver,Challenge Cup,2015
7955,p11897,MVP,European Silver League,2019
7956,p503,Best outside hitter,French Ligue A,2021
7957,p15578,Best setter,Swedish League,2019
7958,p503,Best digger,Coupe Fred Fellay,2021
7959,p15578,Best setter,Swedish League,2018
7960,p503,Best receiver,Polish Cup,2016
7961,p15578,MVP,NEVZA U19,2017
7962,p436,Best libero,Spanish Cup,2021
7963,p15578,Best setter,NEVZA U19,2017
7964,p1890,MVP,European Championships,1987
7965,p1890,MVP,World Championships,1986
7966,p1162,Best blocker,Czech Extraliga,2020
7967,p39759,Best setter,Mexican League,2019
7968,p2221,Best server,Thailand League,2019
7969,p2221,Best opposite,Thailand League,2016
7970,p2221,Best scorer,Asian Games,2014
7971,p2221,Best scorer,Thailand League,2012
7972,p2221,MVP,Thailand League,2009
7973,p2221,Best spiker,Thailand League,2009
7974,p2221,Best server,Thailand League,2010
7975,p4592,Best setter,Asian Championships U20,2012
7976,p67735,Best server,Indonesian Proliga,2006
7977,p27730,Best libero,Asian Cup,2022
7978,p1845,Best digger,Brazilian Superliga,2004
7979,p1845,Best server,South American Championship,2003
7980,p1845,Best digger,Pan American Games,2003
7981,p1845,Best receiver,America's Cup,2001
7982,p1845,Best spiker,South American Championship,2001
7983,p1845,Best receiver,CEV Cup,2000
7984,p1845,Best receiver,Italian Cup,2000
7985,p1845,MVP,Brazilian Superliga,1998
7986,p1845,Best digger,Brazilian Superliga,1998
7987,p1845,Best receiver,Brazilian Superliga,1997
7988,p1845,Best digger,Brazilian Superliga,1997
7989,p1845,Best receiver,Grand Champions Cup,1997
7990,p1845,Best scorer,Grand Champions Cup,1997
7991,p1845,MVP,Grand Champions Cup,1997
7992,p1845,Best digger,Brazilian Superliga,1996
7993,p1845,Best digger,Brazilian Superliga,1995
7994,p1845,MVP,World Championships U21,1993
7995,p1845,MVP,World Championships U19,1991
7996,p1845,Best digger,Carioca Championship,1998
7997,p1845,Best spiker,South American Championship U19,1992
7998,p31891,Best receiver,Central American Championship U21,2017
7999,p31891,Best libero,Central American Championship U21,2017
8000,p4549,Best setter,South American Championship U21,2016
8001,p4549,Best setter,Spanish Cup 2,2022
8002,p115990,Best setter,Italian Trofeo delle regioni U19,2021
8003,p1170,MVP,Turkish Supercup,2019
8004,p1170,MVP,Turkish Supercup,2018
8005,p1170,MVP,Turkish Cup,2017
8006,p1170,MVP,Türkiye Erkekler Voleybol Ligi,2017
8007,p1170,Best server,Turkish Cup,2016
8008,p1170,Best blocker,Turkish Cup,2016
8009,p1170,Best outside hitter,Turkish Cup,2016
8010,p1170,MVP,Türkiye Erkekler Voleybol Ligi,2016
8011,p1170,Best outside hitter,Türkiye Erkekler Voleybol Ligi,2016
8012,p1170,Best receiver,Türkiye Erkekler Voleybol Ligi,2011
8013,p24077,Best middle-blocker,Pan American Cup,2014
8014,p24077,Best blocker,Pan American Cup,2014
8015,p1195,MVP,CEV Cup,2017
8016,p1195,Best scorer,Russian Superleague,2015
8017,p1195,Best scorer,CEV Cup,2015
8018,p1195,Best server,CEV Cup,2015
8019,p520,Best receiver,Türkiye Erkekler Voleybol Ligi,2017
8020,p520,Best server,Russian Cup,2011
8021,p28841,Best outside hitter,European Championships U18,2018
8022,p28841,Best scorer,European Championships U18,2018
8023,p1063,Best server,Summer Universiade,2013
8024,p1063,Best receiver,Hubert Wagner Memorial,2011
8025,p26063,Best receiver,Finnish Lentopallon Mestaruusliiga,2021
8026,p475,Best outside hitter,World League,2016
8027,p475,Best spiker,The Olympic Qualification,2016
8028,p475,Best outside hitter,The Olympic Qualification,2016
8029,p475,Best opposite,Türkiye Erkekler Voleybol Ligi,2015
8030,p475,MVP,European Championships,2015
8031,p475,Best scorer,European Championships,2015
8032,p475,Best spiker,Champions League,2012
8033,p475,Best opposite,French Ligue A,2010
8034,p475,Best scorer,European Championships,2009
8035,p6510,Best opposite,World Championships U19,2015
8036,p30690,Best scorer,Indonesian Proliga,2018
8037,p30690,Best server,Indonesian Proliga,2017
8038,p30690,Best spiker,Indonesian Proliga,2013
8039,p33319,Best middle-blocker,Asian Championships U23,2015
8040,p94655,MVP,Latvian League,2021
8041,p94655,Best scorer,Latvian League,2021
8042,p2473,Best server,Mexican League,2022
8043,p2473,Best opposite,Pan American Cup U23,2014
8044,p2473,Best server,Mexican League,2019
8045,p121070,Best receiver,Japan V.League Division 2,2021
8046,p6992,MVP,Thai–Denmark Super League,2018
8047,p6992,Best opposite,Asian Championships,2017
8048,p6992,MVP,Indonesian Proliga,2017
8049,p6992,MVP,Indonesian Proliga,2015
8050,p6992,Best spiker,Indonesian Proliga,2015
8051,p11968,Best spiker,Indonesian Proliga,2017
8052,p1858,Best blocker,World Cup,1995
8053,p4558,MVP,World Championships U21,2011
8054,p4558,Best spiker,World Championships U21,2011
8055,p12763,Best scorer,Spanish Superliga,2021
8056,p2571,MVP,Türkiye Erkekler Voleybol Ligi,2008
8057,p2571,Best spiker,European Golden League,2008
8058,p3278,Best middle-blocker,European Golden League,2017
8059,p3278,Best blocker,European Golden League,2015
8060,p120905,Best spiker,Japan V.League Division 3,2019
8061,p5313,Best receiver,Champions League,2015
8062,p5313,Best libero,Serbian Super League,2012
8063,p5313,Best receiver,Serbian Cup,2010
8064,p5313,Best libero,Serbian Cup,2010
8065,p14818,Best middle-blocker,Russian Liga A,2020
8066,p15526,MVP,Greek A1 League,2019
8067,p15526,Best outside hitter,Greek A1 League,2019
8068,p15526,Best outside hitter,Greek League Cup,2019
8069,p13149,Best setter,NCAA,1997
8070,p13149,MVP,NCAA,1999
8071,p41401,Best setter,Asian Championships U18,2001
8072,p38851,Best blocker,Pan American Games U23,2021
8073,p38851,Best middle-blocker,Pan American Games U23,2021
8074,p2531,Best setter,Thailand League,2022
8075,p2531,Best setter,Thailand League,2018
8076,p2531,Best setter,Thailand League,2016
8077,p2531,Best setter,Asian Games,2014
8078,p2531,Best setter,Asian Cup,2008
8079,p4074,Best opposite,Finnish Lentopallon Mestaruusliiga,2015
8080,p1807,Best setter,World Championships,2002
8081,p1807,Best setter,South American Championship,2001
8082,p1807,MVP,Brazilian Superliga,2001
8083,p1807,Best setter,Brazilian Superliga,2001
8084,p1807,MVP,Brazilian Superliga,2000
8085,p1807,Best setter,Brazilian Superliga,2000
8086,p1807,Best setter,Brazilian Superliga,1999
8087,p1807,Best setter,Brazilian Superliga,1997
8088,p1807,Best setter,Brazilian Superliga,1995
8089,p1807,Best setter,Brazilian Superliga,1994
8090,p1807,Best setter,World League,1993
8091,p1807,Best setter,The Olympics,1992
8092,p1807,Best digger,World Championships,1990
8093,p1807,MVP,South American Championship,1989
8094,p1807,Best setter,South American Championship,1989
8095,p1807,Best server,South American Championship,1989
8096,p36344,Best middle-blocker,Asian Club Championship,2017
8097,p33452,Best spiker,European Golden League,2016
8098,p6505,Best outside hitter,Pan American Cup U23,2014
8099,p6505,Best spiker,World Championships U19,2011
8100,p2479,Best setter,French Ligue A,2018
8101,p47966,Best setter,German Bundesliga,1999
8102,p70781,Best setter,French Ligue A,1986
8103,p28925,Best middle-blocker,German Bundesliga 2.South,2019
8104,p704,MVP,Japan V.League Division 1,2014
8105,p27682,Best scorer,Pan American Cup U23,2021
