stadium_id,stadium_name,country_code,town,opening_year,capacity
a3495,Trim Park Kanazu,JP,Awara City Fukui,,
a3496,Shiwa Town Gymnasium,JP,Shiwa City Iwate,1979.0,
a3497,Sun Arena Sendai,JP,Satsumasendai City Kagoshima,2000.0,2034.0
a3498,Higashiyama Gymnasium,JP,Ichinoseki City Iwate,,
a3499,Muko Citizens Gymnasium,JP,Muko City Kyoto,,
a35,Sporthal Alverberg Hall,BE,Hasselt,1990.0,1730.0
a350,ZSTiO Hall,PL,Września,,100.0
a3500,Arena Fyn,DK,Odense,,
a3501,Jyske Bank Boxen,DK,Herning,,
a3502,Palazzetto dello Sport Giovanni Paolo II,IT,Martina Franca,,
a3503,Ballspielhalle,DE,Kienbaum,,
a3506,Humlehøjhallen,DK,Sønderborg,,
a3507,Pala Città di Cuorgnè,IT,Cuorgnè,,
a3508,Centro Sportivo Mombarone,IT,Acqui Terme,,
a3509,Roskilde Kongres og Idrætscenter,DK,Roskilde,,
a351,Centrum Rekreacyjno-Sportowe,PL,Zielona Góra,2010.0,6080.0
a3510,Paladiamante,IT,Genova,,
a3511,Tensostruttura Romolo Conti,IT,Santo Stefano di Magra,,
a3512,Palazzetto Parco Tigullio,IT,Lavagna,,
a3513,Palazzetto dello Sport,IT,Savigliano,,
a3514,Palazzetto ITIS D'Oria,IT,Ciriè,,
a3515,Palazzetto dello Sport,IT,Caronno Pertusella,,
a3516,Palasport Garlasco,IT,Garlasco,,
a3517,New Indoor Sport Hall,GR,Katerini,,
a3518,Sporthalle am See,AT,Hard,,
a3519,K2 Crawley,GB,Crawley,,
a352,Palacio de Recreación y Deportes,PR,Mayaguez,,5500.0
a3521,Topsportcentre,NL,Leek,,
a3522,Vasilakopoulos Municipal Sports Hall,GR,Pyrgos,1995.0,2714.0
a3523,Pavelló Poliesportiu del Garraf,ES,Vilanova i la Geltrú,,
a3524,Arlberg WellCom,AT,St. Anton am Arlberg,,
a3525,Hall of Kladisos,GR,Chania,2005.0,2346.0
a3526,Kemal Yazicoglu Sports Hall,TR,Ordu,,
a3527,Walserfeldhalle,AT,Walserfeld,,
a3528,Mahmut Demir Spor Salonu,TR,Amasya,,
a3529,Sportspark University of East Anglia,GB,Norwich,,
a353,Roberto Clemente Coliseum,PR,San Juan,1973.0,10000.0
a3530,Gradska Sportska Dvorana,HR,Daruvar,,
a3531,Pavilhao Multiusos Municipale Antonio Saraiva,PT,Peso da Regua,,
a3532,Pavilhao Desportivo Municipal de S. Miguel,PT,Guarda,,
a3533,Palasport A. De Mas,IT,Belluno,,
a3534,PalaNapolitano,IT,Marigliano,,
a3535,Palasport Pino Smargiassi,IT,Civita Castellana,,
a3536,Palazzetto dello Sport,IT,Sorrento,,
a3537,PalaOreto,IT,Palermo,2000.0,900.0
a3538,Pallone Tensostatico,IT,Casarano,,
a3539,Palazzetto Cerese,IT,Borgo Virgilio,,
a354,Dr. Mario Mexia Hall,PT,Coimbra,,800.0
a3540,Palasport Monselice,IT,Monselice,,
a3541,PalaMatteoli,IT,Pontedera,,
a3542,Palestra Scuola Media Enrico Fermi,IT,Letojanni,,
a3543,Palestra Comunale,IT,Paglieta,,
a3544,Palazzetto dello Sport,IT,Turi,,
a3545,Casa Materdomini,IT,Castellana Grotte,,
a3546,Palazzetto dello Sport,IT,Leverano,,
a3547,Palazzetto dello Sport,IT,Sannicola,,
a355,Nave Desportiva de Espinho,PT,Espinho,,6000.0
a3550,Sport Hall Borik,SK,Zilina,,
a3552,Sporthalle Sekundarschule Bodenacker,CH,Münchenbuchsee,,
a3553,Ewe Arena,DE,Oldenburg,,
a3554,Seidenstickerhalle,DE,Bielefeld,,
a3555,Pabellón Polideportivo Pisuerga,ES,Valladolid,,
a3556,Stadthalle,DE,Zwickau,,
a3557,Pabellón Municipal,ES,Ontinyent,,
a3558,House of Volley Athletic Center,GR,Paiania,2003.0,
a3559,Vidzeme Olympic Centre,LV,Valmiera,,
a356,Multiusos de Guimaraes,PT,Guimaraes,,
a3567,Sporthal Ivo Van Damme,BE,Veltem-Beisem,,
a3569,Sportcentrum Tuinwijk Nieuw Sint-Truiden,BE,Sint-Truiden,,
a357,Pav. da Luz Nº 2,PT,Lisbon,2003.0,1544.0
a3572,Covered Hall Abdelrahman Fawzi,EG,Giza,1986.0,5000.0
a3573,Molok Hal,BE,Stal,2006.0,
a3575,Pabellón Teodoro Casado El Vivero,ES,Cáceres,,
a3576,Pabellón Juan Serrano Macayo,ES,Cáceres,,
a3577,Colegio Licenciados Reunidos,ES,Cáceres,1997.0,
a3579,Palasport CUS Cagliari,IT,Cagliari,,
a3580,PalaDozio,IT,Saronno,,
a3581,Pala CS Polivalente,IT,Malnate,,
a3582,Palazzetto dello Sport,IT,Sarroch,,
a3585,Radomskie Centrum Sportu,PL,Radom,2021.0,3700.0
a3587,Hala Gier AWF,PL,Warszawa,,1000.0
a3588,Hala Spotowa Sp4,PL,Augustów,2014.0,600.0
a359,Pav.Eduardo Soares,PT,Porto,,5000.0
a3591,Tomiya City Sports Park,JP,Tomiya City Miyagi,,
a3593,Kleisto Giorgos Moschos,GR,Nea Filadelfeia,1989.0,2000.0
a3595,Huff Hall,,Champagne,,4050.0
a3599,Associação Atlética Metisa,BR,Timbó,1970.0,1000.0
a360,Mohammed Bin Hamad AlHitmi Indoor Hall,QA,Doha,,2000.0
a3600,Pav. Professor Teotonio Lima,PT,Lisboa,,
a3601,Pavilhão Polidesportivo de Condeixa,PT,Condeixa,,500.0
a3602,Pav. Extensao Frei Gil - Bustos,PT,Oliveira do Bairro,,
a3603,Matte,CH,Bern,,
a3606,Miyazaki Prefectural Sports Hall,JP,Miyazaki City Miyazaki,1968.0,4180.0
a3607,Kiryu Civic Gymnasium,JP,Kiryu Cuty Gunma,2021.0,1200.0
a3609,Hala ZS nr 20 w Gorzowie Wielkopolskim,PL,66-400 Gorzow Wlkp,,550.0
a361,Al-Gharafa Sports Club,QA,Doha,,3000.0
a3610,Kumamoto City Gymnasium - Youth Hall,JP,Kumamoto City Kumamoto,1988.0,
a3613,Ohama Arena,JP,Sakai City Osaka,2021.0,3000.0
a3614,Al Massira,MA,Meknès,,
a3615,Al McGuire Center,,Milwaukee,,3700.0
a3616,Carnesecca Arena,,New York City,,6107.0
a3617,Cintas Center,,Cincinnati,,10224.0
a3618,Jake Nevin Fieldhouse,,Philadelphia,1932.0,1500.0
a3619,Walsh Gymnasium,,South Orange,1941.0,1316.0
a362,Aspire Zone Indoor Hall,QA,Doha,2005.0,5580.0
a3620,McDonough Arena,,Washington DC,,2200.0
a3621,Alumni Hall,,Providence,,1854.0
a3622,McGrath-Phillips Arena,,Chicago,,3000.0
a3623,Hinkle Fieldhouse,,Indianapolis,,
a3624,Harry A. Gampel Pavilion,,Storrs,,
a3625,Inje Indoor Gymnasium,KR,Inje County,1996.0,749.0
a3626,E. A. Diddle Arena,,Bowling Green,,
a3627,Tudor Fieldhouse,,Houston,,
a3628,North Texas Volleyball Center,,Denton,,600.0
a3629,Cliff Keen Arena,,Ann Arbor,1956.0,1800.0
a363,Lascar Pana Sports Hall,RO,Baia Mare,,800.0
a3630,Jenison Field House,,East Lansing,,6000.0
a3631,College Ave Gym,,New Brunswick,,
a3632,Xfinity Center Pavillion,,College Park,,17950.0
a3633,Holloway Gymnasium,,West Lafayette,,2288.0
a3635,PCV Socio Civic and Cultural Center - Bacarra,PH,Ilocos Norte,,
a3638,Bren Z. Guiao Sports Complex and Convention Center,PH,San Fernando,,3000.0
a364,Sala Polivalentă Dinamo,RO,Bucarest,2008.0,2538.0
a3642,Monor Városi Sportcsarnok,HU,Monor,2015.0,1500.0
a3643,Bruchwaldhalle,DE,Freisen,,460.0
a3644,Pavilhão Esc. Sec. Amares,PT,Amares,,
a3645,Pavilhão Municipal João dos Santos,PT,Setúbal,,
a3647,Pav. Agr. Esc. Moinhos da Arroja,PT,Odivelas,,
a3648,Ginásio Sesi Bauru,BR,Bauru,,
a3649,Poliesportivo Teatrão,BR,São José dos Campos,,4000.0
a365,Sports Hall Constanţa,RO,Constanta,,2500.0
a3650,Hala Sportowa MOSiR,PL,Chełm,1996.0,2500.0
a3651,Club Social y Deportivo Defensores de Banfield,AR,Banfield - Buenos Aires,,
a3653,Estadio Banco Hispano,AR,San Juan,,
a3654,Microestadio Unión Vecinal de Trinidad,AR,San Juan,,
a3655,Gimnasio Central,AR,Buenos Aires,,
a3656,Gymnase André Alsina,FR,Perpignan,,600.0
a3658,Estadio Rosario Central,AR,Rosario,,
a3659,Estadio Defensores de Viedma,AR,Viedma,,
a366,Sala Sporturilor Gheorghe Tadici,RO,Zalau,2003.0,1000.0
a3662,Espace Mayenne,FR,Laval,,
a3664,GOR Indoor Lavani Cikeas,ID,Cikeas,2019.0,200.0
a3667,Breckon Sports Center,,Parkville Missouri,2000.0,1200.0
a3668,Steinberg Wellness Center,,Brooklyn,,2500.0
a367,Štark Arena,RS,Belgrade,2004.0,20000.0
a3670,Sportzaal Linne,NL,Linne,,
a3672,CREPS de Châtenay-Malabry,FR,Châtenay-Malabry,,
a3673,The Venue,,Orlando,2008.0,2000.0
a3674,Bank of Colorado Arena,,Greeley,1975.0,4500.0
a3675,Alico Arena,,Fort Myers,,4663.0
a3676,Pete Maravich Assembly Center,,Baton Rouge,,13215.0
a3677,Coastal Carolina Student Recreation and Convocation Center,,Conway,,3370.0
a3678,Moby Arena,,Fort Collins,1966.0,8745.0
a3679,Cox Pavillion,,Las Vegas,,2454.0
a368,Aleksandar Nikolić Hala,RS,Belgrade,1973.0,8150.0
a3680,Memorial Gym,,El Paso,1977.0,5200.0
a3681,Wesley A. Brown Field House,,Annapolis,,
a3682,McGonigle Hall,,Philadelphia,1969.0,3900.0
a3683,Detrick Gymnasium,,New Britain,,2654.0
a3684,United Supermarkets Arena,,Lubbock,1999.0,15300.0
a3685,University Arena,,Kalamazoo,,5421.0
a3686,O'Keefe Gymnasium,,Atlanta,,1000.0
a3687,Retriever Activities Center,,Baltimore,,4024.0
a3688,Siegel Center,,Richmond,,7637.0
a3689,Uniwyo Sports Complex,,Laramie,,1200.0
a369,SC Šumice,RS,Belgrade,1974.0,2000.0
a3690,Crisler Center,,Ann Arbor,,12707.0
a3691,WVU Coliseum,,Morgantown,1968.0,14000.0
a3692,Jervey Gym,,Clemson,,2000.0
a3693,Cadet East Gym,,Colorado Springs,,700.0
a3694,Victor E. Court,,DeKalb,,800.0
a3695,Purcell Pavilion,,Notre Dame,,9149.0
a3696,Desert Financial Arena,,Tempe,,14000.0
a3697,McKale Memorial Center,,Tuscon,,14644.0
a3698,Haas Pavilion,,Berkeley,1933.0,11858.0
a3699,CU Events Center,,Boulder,,11604.0
a37,Country Hall de Liege,BE,Liege,2005.0,5500.0
a370,SC Čair,RS,Nis,1974.0,5000.0
a3700,Gill Coliseum,,Corvallis,1949.0,9604.0
a3701,Jon M. Huntsman Center,,Salt Lake City,,15000.0
a3702,Bohler Gym,,Pullman,,3000.0
a3703,Alaska Airlines Arena,,Seattle WA,1927.0,5000.0
a3704,Devlin Fieldhouse,,New Orleans,1933.0,4100.0
a3705,Alex G. Spanos Center,,Stockton,,6150.0
a3706,University Credit Union Center,,Davis,,7600.0
a3707,Pan American Center,,Las Cruces,,12572.0
a3708,Gregory Gymnasium,,Austin,,4000.0
a3709,Carolina Volleyball Center,,Columbia,,2000.0
a371,SPC Vojvodina,RS,Novi Sad,1981.0,11500.0
a3711,Joseph C. Rolle Center,,Flagstaff,,1210.0
a3712,Firestone Fieldhouse,,Malibu,,3104.0
a3713,Bender Arena,,Washington DC,,4500.0
a3714,Lockhart Arena,,Orem,,
a3715,Bronco Gym,,Boise,,1400.0
a3716,Jenny Craig Pavilion,,San Diego,,5100.0
a3717,Peterson Gym,,San Diego,,3668.0
a3718,Szent Gellért Sportcsarnok,HU,Budapest,2020.0,450.0
a3719,Swisher Gymnasium,,Jacksonville,1953.0,1360.0
a3720,Cameron Indoor Arena,,Durham,1940.0,9314.0
a3721,Stratis Arena inside the Rothman Center,,Teaneck,1987.0,1852.0
a3722,DeGol Arena,,Altoona,,3500.0
a3723,Generoso Pope Athletic Complex,,Brooklyn,1971.0,1200.0
a3724,Pitt Center,,Fairfield,1997.0,2062.0
a3725,Hammel Court,,North Andover,1972.0,1200.0
a3726,Chase Athletic Center,,Smithfield,2001.0,2000.0
a3727,Reed Arena,,College Station,,12989.0
a373,Sports Palace Cosmos,,Belgorod,1982.0,5000.0
a3731,William Neal Reynolds Coliseum,,Raleigh,,5500.0
a3732,Frericks Center,,Dayton,,5000.0
a3733,L and N Federal Credit Union Arena,,Louisville,,1253.0
a3734,Gillom Athletics Performance Center,,Oxford,,
a3735,Newell Grissom Building,,Starkville,,2000.0
a3736,Foster Auditorium,,Tuscaloosa,,7000.0
a3737,Barnhill Arena,,Fayetteville,,9000.0
a3738,Cronan Volleyball Center,,Knoxville,,
a3739,Auburn Arena,,Auburn,,9121.0
a374,DIVS Uralochka,,Ekaterinburg,2003.0,5000.0
a3740,The Nest,,Sacramento,,1012.0
a3741,Panola College,,Carthage,2000.0,
a3742,Tully Gymnasium,,Tallahassee,,2500.0
a3744,Arena Astros,MX,Guadalajara,,
a3747,Zala Festivalna,BG,Sofia,,
a3749,Malaysia International Trade and Exhibition Centre,MY,Kuala Lumpur,,
a3752,University of St. La Salle Coliseum,PH,Bacolod,1996.0,8000.0
a3753,OCBC Arena Hall,SG,Kallang,,
a3754,Kigali Arena,RW,Kigali,,
a3755,Al Taraji Club Hall,SA,Qatif,,1600.0
a3756,Green Hall,SA,Riyad,,
a3757,Sudair Club Hall,SA,Riyad,,
a3758,Al-Itthad Club Hall,SA,Jeddah,,
a3759,Al-Ahli Club Hall,SA,Jeddah,,
a3761,Herman Ottó Gimnázium,HU,Miskolc,,
a3764,Ogur Inan Spor Salonu,TR,Kusadasi,,
a3766,Fethiye Beşkaza Spor Salonu,TR,Fethiye Muğla,,
a377,Basket-Hall Arena,,Kazan,2003.0,8000.0
a3771,Petit Stade,RW,Kigali,,
a3776,BJK Süleyman Seba Spor Salonu,TR,İstanbul,,
a3777,Muratpaşa Bld. Süleyman Evcilmen Spor Salonu,TR,Antalya,,
a3778,Sala Sporturilor Mioveni,RO,Mioveni,,
a3779,Soaring Gymnasium,CN,Chang'an Xi'an Shaanxi,,4912.0
a378,Kazan Volleyball Centre,,Kazan,2010.0,5166.0
a3782,Sport Hall Colosseum,,Grozny,,
a3783,Gymnasium 1,,Kostroma,,
a3784,FENADU,MX,Durango,,
a3786,Palacio de los Deportes,CO,Bogotá,1993.0,
a3787,Lovassy László Gimnázium,HU,Veszprém,,
a3788,Levski Sofia Sports Hall,BG,Sofia,,1700.0
a3789,Palazzetto dello Sport Carbonia,IT,Carbonia,,1500.0
a379,Sport Center Hall,,Kemerovo,,2000.0
a3791,BSH Lind,AT,Villach,,
a3792,VS St. Margarethen-Lavanttal,AT,Sankt Margarethen,,
a3793,BORG,AT,Jennesdorf,,
a3794,Sporthalle Purgstall,AT,Purgstall,,
a3795,Sporthalle Hausmannstätten,AU,Hausmannstätten,,
a3796,Sporthalle Per Albin Hansson-Siedlung Ost,AT,Wien,,
a3797,Messehalle Dornbirn,AT,Dornbirn,,
a38,STEENGOED Arena,BE,Maaseik,2008.0,2600.0
a380,Platinum Arena,,Khabarovsk,2003.0,7100.0
a3803,Kedelhallen,DK,Frederiksberg,2001.0,
a3804,Randers Real,DK,Randers,,
a3805,Roskilde Gymnasium,DK,Roskilde,,
a3806,Bedstedhallen,DK,Bedsted Thy,,
a3807,Conte Forum - Power Gym,,Boston,,950.0
a3808,Knight Complex,,Miami,,
a3809,Carmichael Arena,,Chapel Hill,,6822.0
a381,Olimp Palace of Sport Hall,,Krasnodar,,3500.0
a3810,Women's Building,,Syracuse,,
a3811,Cassell Coliseum,,Blacksburg,1962.0,9275.0
a3812,Memorial Gym,,Charlottesville,,
a3813,Reynolds Gymnasium,,Winston-Salem,,1500.0
a3814,Terminal 21 Korat,TH,Nakhon Ratchasima,2016.0,3500.0
a3816,Bob Martinez Athletics Center,,Tampa - Florida,,3432.0
a3817,Gimnasio de la Universidad de Concepción,CL,Concepción,,
a3818,Gimnasio Boston College Alto Macul,CL,Santiago,,
a3819,Club Aleman Concepción,CL,Concepción,,
a382,Sports Palace Hall,,Krasnomorsk,,
a3820,Arena Aabenraa,DK,Aabenraa,2017.0,
a3821,Toftegårdsskolens Hal,DK,Jerslev J.,,
a3822,Raptus Arena,DK,Risskov,,
a3824,Sparta Sport Hall,EE,Tallinn,,
a3826,Karaçayır,TR,Bolu,,3000.0
a3828,Manavgat Mehmet Akif Ersoy SPOR Salonu,TR,Antalya,,
a383,Dynamo Sports Palace,,Moscow,1980.0,5000.0
a3830,Denizli Vali Recep Yazıcıoğlu Spor Salonu,TR,DENİZLİ,,
a3831,Buca Serdar Yeleli Spor Salonu,TR,izmir,,
a3832,OŠ Branko Ćopić,RS,Beograd,1985.0,
a3833,OŠ Stanislava Sremčić,RS,Kragujevac,,
a3834,Multipurpose Sports Hall,IR,Mazandaran,,
a3835,Jüri Spordihoone,EE,Rae,,
a3836,ASKİ Atatürk Spor Salonu,TR,Adana,2019.0,2500.0
a3837,Ginásio Bela Vista,BR,São José - Santa Catarina,,
a3838,Hala sportowa zwierzyn SKS Gorzow,PL,66-543 Zwierzyn,,150.0
a384,Luzhniki Palace of Sports,,Moscow,1956.0,11500.0
a3840,Kızılcahamam Rıza Doğan Spor Salonu,TR,Ankara,,
a3841,Kırklareli Atatürk Spor Salonu,TR,Kırklareli,,
a3842,İsmet İnönü Kapalı Spor Salonu,TR,Tekirdağ,,
a3845,Hala SP nr 7 Lębork,PL,84-300 Lębork,,200.0
a3846,Amino-Value Hall,JP,Naruto City Tokushima,1990.0,1500.0
a3847,Sesi Sorocaba,BR,Sorocaba,,
a3848,Ouluhalli,FI,Oulu,,
a3849,Poljoprivredno-hemijska škola,RS,Obrenovac,,
a385,Moscow Arena,,Moscow,2006.0,13123.0
a3850,Hala Sportova,RS,Valjevo,1972.0,2500.0
a3851,OŠ Petefi Brigade,RS,Kula,1961.0,
a3852,HS BNS,RS,Banatsko Novo Selo,,
a3853,Sportska hala Petrovaradin,RS,Novi Sad,2017.0,900.0
a3854,OŠ Jovan Popović,RS,Novi Sad,,
a3855,Sinan Şamil Sam,TR,Ankara,2021.0,2500.0
a3856,Çorlu Belediyesi Kapalı Spor Salonu,TR,Tekirdağ,2011.0,
a3857,Kayaşehir,TR,İstanbul,,
a3858,Saray Beyza Adalı,TR,Tekirdağ,,
a3859,Kazım Karabekir Spor Salonu,TR,Karaman,,
a386,Sports Palace Druzhba,,Moscow,1979.0,3900.0
a3860,Niğde G. Spor Salonu,TR,Niğde,,
a3861,Tarsus Mehmet Çelebi Spor Salonu,TR,Mersin,,
a3862,Adnan Menderes Spor Salonu,TR,Adana,,
a3866,Gminna Sala Gimnastyczna w Celestynowie,PL,Celestynów,,
a3867,Hala Sportowa SP1 Mińsk Mazowiecki,PL,Mińsk Mazowiecki,,
a3868,Hala Sportowa Konstancin-Jeziorna,PL,Konstancin-Jeziorna,,
a3869,National Gym - Admiral Votsis,GR,Thessaloniki,,200.0
a387,DS Zarechye Hall,,Nizhny Novgorod,,1500.0
a3870,Indoor Hall Pefka,GR,Thessaloniki,,500.0
a3871,Panionios Indoor Gym - Andreas Varikas,GR,Nea Smyrni - Athens,1980.0,1800.0
a3875,Yunus Emre,TR,Karaman,,
a3876,Karatay Congress and Sport Center,TR,Konya,2013.0,10000.0
a3877,Şırnak Spor Salonu,TR,Şırnak,,
a3878,Taşköprü,TR,Kastamonu,,500.0
a3879,Kuyucak Atatürk Spor Salonu,TR,Aydın,,
a3880,Ferrell Center,,Waco Texas,,10284.0
a3881,Pabellón Vistalegre,ES,Utrera,,300.0
a3882,Sala Polivalentă Rapid,RO,Bucuresti,,1500.0
a3883,Kistext Arena,HU,Budapest,,
a3884,Ginásio Sesi Osasco,BR,Osasco,,
a3885,Ginásio Poliesportivo Raul Belém,BR,Monte Carmelo,,900.0
a3886,Hilton Coliseum,,Ames,,14356.0
a3887,Športna Dvorana Bled,SI,Žirovnica,,
a3888,Športni Park,SI,Kostanjevica na Krki,,
a3889,Sport Hall Adergas,SI,Adergas,,
a389,Metallurg Forumt Hall,,Nizhny Tagil,2003.0,3275.0
a3890,ŠD Radenci,SI,Radenci,,
a3891,Občina Brezovica,SI,Brezovica,,
a3892,ŠD Fužinar,SI,Ravne na Koroškem,,
a3893,ŠD Bistrica,SI,Slovenska Bistrica,,
a3894,ŠD Krško,SI,Krško,,
a3895,Športna dvorana na Kraški ulici,SI,Izola,,
a3896,Športna zveza Lendava,SI,Lendava,,
a3898,ŠD Prevalje,SI,Prevalje,,
a3899,Sports Park Podmežakla,SI,Jesenice,,
a39,Stedelijke Sporthal,BE,Maaseik,,
a3900,GSD Velika Gorica,HR,Velika Gorica,,
a3901,Športna zveza Slovenj Gradec,SI,Slovenj Gradec,,
a3903,Gymnasio Ag.Neofytou,CY,Limassol,,396.0
a3904,Global Resort Sports Complex Suncherry,JP,Hatsukaichi City Hiroshima,,1520.0
a3906,Ginásio Fiotão,BR,Várzea Grande,,
a3908,Pavilhão Municipal de Gueifães,PT,Maia,,
a3909,Szkoła Podstawowa nr 2 im. Kardynała Stefana Wyszyńskiego,PL,Imielin,,
a391,Cultural and Sports Center Gazodobytchik,,Novy Urengoy,,1000.0
a3910,Hala sportowa OSiR Zawiszów im. Haliny Aszkiełowicz-Wojno,PL,Świdnica,,
a3911,ŠSD Mladost,HR,Karlovac,,
a3912,Hala Sportowa,PL,Tarnowskie Góry,,
a3913,Hala Sportowa Panki,PL,Panki,,
a3914,Hala Wacław - Centrum Sportu Szamotuły,PL,Szamotuły,,
a3915,Miejska Hala Sportowa Gdański Ośrodek Sportu,PL,80-397 Gdańsk,,
a3916,Gazanfer Bilge Spor Salonu,TR,İstanbul,,
a3917,Keltakangas Sports hall - Keltakankaan liikuntahall,FI,Rovaniemi,,
a3918,Ratiopharm Arena,DE,Neu-Ulm,2011.0,6200.0
a3919,Ginásio Mário Covas,BR,Botucatu,,
a392,Volleyball Center of the Moscow Region,,Odintsovo,2006.0,3250.0
a3920,PalaGallini,IT,Pordenone,,
a3921,Arena Slivnitsa Sports Hall,BG,Slivnitsa,,
a3922,Gangneung Indoor Stadium,KR,Gangneung,1998.0,3400.0
a3923,Tongyeong Chungmu Indoor Hall,KR,Tongyeong,1988.0,487.0
a3924,Mokpo KBS Hall,KR,Mokpo,1987.0,
a3925,Yeongju Sports Center,KR,Yeongju,2005.0,3300.0
a3926,Haenam Useul Sports Hall,KR,Haenam,1993.0,2700.0
a3927,Hapcheon Sports Hall,KR,Hapcheon,1998.0,1111.0
a3928,Hampyeong Sports Center,KR,Hampyeong,2002.0,1000.0
a3929,Hwasun Hanium Sports Center,KR,Hwasun,2009.0,2730.0
a393,Athletic Concert Complex V. Blinov,,Omsk,1970.0,5500.0
a3930,Yeonggwang Sportium Gymnasium,KR,Yeonggwang,2007.0,1564.0
a3931,Namhae Indoor Gymnasium,KR,Namhae,2008.0,2003.0
a3932,Danyang Culture Sports Center,KR,Danyang,1996.0,700.0
a3933,Yeongdong Gymnasium,KR,Yeongdong,2008.0,1347.0
a3934,Sportovní hala Nová Bělá,,Ostrava,,
a3935,Sport Hall TJ Slavia,,Hradec Králové,,
a3936,Hala PF ZČU,,Plzeň,,
a3937,Sportovní hala Holubice,,Holubice,,
a3938,Cheongyang Gymnasium,KR,Cheongyang,2009.0,1998.0
a3939,Gyeongnam Goseong National Sports Center,KR,Goseong Gyeongnam,2013.0,2000.0
a394,Nadezhda Hall,,Orenburg,,3225.0
a3940,Muan Sportspark Indoor Gymnasium,KR,Muan,,1799.0
a3941,Socio-Sportive,FR,Andrézieux-Bouthéon,,
a3942,Gymnase Clémenceau,FR,Besançon,,
a3943,La Malcombe,FR,Besançon,,
a3944,Salle Omnisports,FR,Santec,,
a3945,Domaine des étangs,FR,Riaillé,,
a3946,Gymnase du Mirail,FR,Toulouse,,
a3947,Gymnase Pompidou,FR,Quincy-sous-Sénart,,
a3948,Gymnase Pierre Corneille,FR,Chesnay,,
a3949,Gymnase Hossenlopp,FR,Molsheim,,
a395,Sportkhall,,Perm,,
a3950,Gymnase Yves du Manoir,FR,Floirac,,
a3951,Gymnase Jean Bart,FR,Dunkerque,,
a3952,Centre sportif Amélie Mauresmo,FR,L'Isle-Adam,,
a3953,Gymnase Maxime Marchand,FR,Louviers,,
a3954,Gymnase municipal,FR,Liancourt,,
a3955,Complexe Léo Lagrange,FR,Noyelles-sous-Lens,,
a3956,Gymnase Bernard Santona,FR,Talant,,
a3957,Gymnase Collège Paul Fort,FR,Reims,,
a3958,Salle Jean Degros,FR,Hélesmes,,
a3959,Anyang Gymnasium,KR,Anyang,2000.0,6490.0
a3960,Begin School,IL,Rehovot,2020.0,150.0
a3961,Georg-von-Peuerbach-Gymnasium,AT,Linz,,
a3962,Sporthalle Brigittenau,AT,Vienna,,
a3963,ASKÖ Seekirchen,AT,Seekirchen,,
a3964,Giskehallen 2,NO,Sandnes,,
a3965,Fagerlihallen,NO,Ålesund,,
a3966,Sognehallen,NO,Sogndal,,
a3968,Liernehallen,NO,Lierne,,
a3969,Øksneshallen,NO,Myre,,
a397,DS Energetik,,Surgut,2006.0,3000.0
a3970,Spicheren,NO,Kristiansand,,
a3971,Ynglingen,NO,Stavanger,,
a3972,Idrettsbygget HVL,NO,Bergen,,
a3973,Gronghallen,NO,Grong,,
a3974,Hegghallen,NO,Lier,,
a3975,Rundhøjhallen,DK,Højbjerg,,
a3976,Palestra Don Milani Casinalbo,IT,Formigine,1999.0,50.0
a3977,Hongcheon Gymnasium,KR,Hongcheon,2005.0,1360.0
a3978,Gangjin Indoor Gymnasium 2,KR,Gangjin,2017.0,700.0
a3979,Beolgyo Gymnasium,KR,Boseong,2014.0,1033.0
a398,Surgut Sport Complex,,Surgut,,2000.0
a3980,Sporthalle Otto-Hahn-Gymnasium,DE,Karlsruhe,,504.0
a3981,Gangwon Goseong Gymnasium,KR,Goseong Gangwon,2003.0,1258.0
a3982,Sporthalle Weingartenschule,DE,Kriftel,,650.0
a3983,NUTZ-Arena an der Mittelschule,DE,Mühldorf,,
a3984,Hadong Gymnasium,KR,Hadong,1992.0,1006.0
a3985,Schänzlehalle,DE,Konstanz,,
a3986,Gymnasium München Nord,DE,Munich,2016.0,
a3987,MVSC Tornacsarnok,HU,Miskolc,,
a3989,Develi,TR,Develi,,
a399,Ufa Arena,,Ufa,2007.0,8400.0
a3990,Palryoung Gymnasium,KR,Goheung,2004.0,
a3991,Yuran Gymnasium,KR,Daegu,1996.0,
a3992,Daegu Il Middle School Gymnasium,KR,Daegu,1991.0,
a3993,Sokcho Youth Gymnasium,KR,Sokcho,1997.0,1262.0
a3994,Okcheon Sports Center,KR,Okcheon,2004.0,1350.0
a3995,Okcheon Living Gymnasium,KR,Okcheon,2005.0,435.0
a3996,Cheongam High School Gymnasium,KR,Suncheon,,
a3997,Gangjin Indoor Gymnasium 1,KR,Gangjin,2002.0,2002.0
a3998,Mungyeong Girls' High School Gymnasium,KR,Mungyeong,1986.0,
a3999,Daehwa Culture Sports Center,KR,Pyeongchang,2000.0,852.0
a4,Norberto Tomás,AR,Bahía Blanca,1971.0,1800.0
a40,Tomabelhal,BE,Roeselare,,2250.0
a400,SK Atlant Hall,,Yaroslavich,1960.0,1000.0
a4000,Inje Nammyeon Gymnasium,KR,Inje,2015.0,
a4001,Susung High School Gymnasium,KR,Suwon,,
a4002,Daerim University Gymnasium,KR,Anyang,,
a4003,Namsung High School Gymnasium,KR,Iksan,,
a4004,Iksan Gymnasium,KR,Iksan,1997.0,5340.0
