stadium_id,stadium_name,country_code,town,opening_year,capacity
a4005,Namcheon Elementary School Gymnasium,KR,Jecheon,,
a4006,Seobu Elementary School Gymnasium,KR,Gimcheon,,
a4007,Geumnam Middle School Gymnasium,KR,Hadong,,
a4008,Gangjin Dong Elementary School Gymnasium,KR,Gangjin,,
a4009,Yeonggwang High School Gymnasium,KR,Yeonggwang,,
a401,Avicii Arena,SE,Stockholm,1989.0,13850.0
a4010,Youngkwang High School Gymnasium,KR,Yeongju,,
a4011,Hongcheon National Sports Center,KR,Hongcheon,2011.0,228.0
a4012,Danyang National Sports Center,KR,Danyang,2013.0,835.0
a4013,Yeonggwang Sportium Auxiliary Gymnasium,KR,Yeonggwang,2007.0,
a4014,Okcheon Middle School Gymnasium,KR,Okcheon,,
a4015,Hongcheon County Sports Center,KR,Hongcheon,,
a4016,Maepo Gymnasium,KR,Danyang,2017.0,352.0
a4018,Ginásio da MACE,BR,Campo Grande,,
a4019,Ginásio Rede Cuca,BR,Fortaleza,,
a402,OŠ Zbora Odposlancev,SI,Kočevje,,200.0
a4020,Ginásio Poliesportivo de Teófilo Otoni,BR,Teófilo Otoni,,
a4021,Hall des Sports,LU,Lorentzweiler,,
a4023,Ayvalık İlçe Spor Müdürlüğü Spor Salonu,TR,Balıkesir,,
a4024,HS Raška,RS,Raška,,
a4025,OŠ Sveti Sava,RS,Rumenka,,
a4027,UNYP Arena,,Prague,,1200.0
a4028,Kagoshima Bank Gymnasium,JP,Kagoshima City Kagoshima,,
a4029,Miyanojo Gymnasium,JP,Satsuma City Kagoshima,,
a403,Arena Stožice,SI,Ljubljana,2010.0,12500.0
a4030,Kindluse Spordihoone,EE,Järveküla,,
a4031,Kleisto Papagou,GR,Papagos,1981.0,500.0
a4032,Kleisto 5o Gymnasio Neas Ionias,GR,Nea Ionia,,100.0
a4033,Kleisto Agiou Dimitriou,GR,Agios Dimitrios,,
a4038,Palestra Farka Volley,AL,Tirana,,
a4039,Tessaban 1 Yaimketsuwan School,TH,Samut Prakan,,
a404,OŠ Bojana Ilicha,SI,Maribor,1907.0,
a4040,Hala UAM Morasko,PL,Poznań,,
a4041,Kleisto GEL Melission,GR,Melissia,,200.0
a4042,Kleisto 3ou GEL Agiou Dimitriou,GR,Agios Dimitrios,,
a4043,Hakkarin Liikuntahalli,FI,Lempäälä,,
a4044,Dunav,BG,Ruse,,1300.0
a4045,Palacio de los Deportes de Cartagena,ES,Cartagena,2017.0,4200.0
a4046,Palazzetto Andrea Ioan,IT,Città di Castello,,1000.0
a4047,Palestra Comunale Sant'Erminio,IT,Perugia,,
a4048,Carisport,IT,Cesena,1985.0,3600.0
a4049,PalaBagagli,IT,Castelfranco di Sotto,,
a405,OŠ M.Štrukelj,SI,Nova Gorica,,1000.0
a4050,Palazzetto dello Sport,IT,Portomaggiore,,
a4051,PalaSavena,IT,San Lazzaro di Savena,,2700.0
a4052,Palasport Nicoletti,IT,Riccione,,
a4053,Palestra ITIS Nuova Grande,IT,Ravenna,,
a4054,Palasport Kennedy,IT,San Lazzaro di Savena,,
a4055,PalaPicci,IT,Forlimpopoli,,
a4056,Palestra Luca Testa,IT,Sesto Imolese,,
a4057,Palazzetto dello Sport,IT,Bellaria Igea Marina,,
a4058,Palasport Peep,IT,Cesenatico,,
a4059,Palestra M. Montanari,IT,Ravenna,,
a406,Dvorana Center Hall,SI,Stozice,2010.0,12480.0
a4060,Palestra Seghedoni,IT,Modena,,
a4061,Palestra Scuole Medie Giovanni Pascoli,IT,San Felice sul Panaro,,
a4062,Palasport Margherita Hack,IT,Carpi,,
a4063,PalaCasalini,IT,Parma,,
a4064,Palestra Scuola Media Guglielmo Marconi,IT,Modena,,
a4065,Palestra Comunale Cavezzo,IT,Cavezzo,,
a4066,Palestra Oltretorrente,IT,Parma,,
a4067,PalaCUS,IT,Bologna,,
a4068,Metallurg-Forum,,Nizhny Tagil,,
a4069,Niğde Merkez Spor Kompleksı,TR,Niğde,,
a407,Steel Arena,SK,Košice,2006.0,8378.0
a4072,Complexe sportif Germinal,FR,Oissel,,
a4073,Pinarsihar Spor Salonu,TR,Kırklareli,,
a4074,İmamoğlu Spor Salonu,TR,Adana,2015.0,1000.0
a4075,Fatsa Ahmet Sarımsı And. Lisesi S.Salonu,TR,ordu,,
a4076,Bahçelievler Siyavuşpaşa Spor Kompleksi,TR,İstanbul,,
a4077,Bodrum Spor Salonu,TR,Muğla,,
a4078,Karabağlar İzmir Spor Salonu,TR,Izmir,,
a4079,Bergama Erdal Önder Spor Salonu,TR,Izmir,,
a408,Indoor Stadium Huamark,TH,Bangkok,1966.0,15000.0
a4080,Bornova Vali Hüseyin Öğütcen Spor Salonu,TR,Izmir,,
a4081,Akhisar,TR,Manisa,,
a4082,Wingate,IL,Tel Aviv,,
a4083,Al Shaab Hall,IQ,Baghdad,,
a4084,LKH Arena,DE,Lüneburg,2022.0,3500.0
a4085,Ürgüp,TR,Nevşehir,,
a4086,Dumlupınar,TR,Kütahya,,
a4087,Shelton Gym,,Nacogdoches,,1000.0
a4088,Swenson Gym,,Ogden,,1200.0
a4089,Trojan Arena,,Troy,,6500.0
a409,Keelawes 1 Hall,TH,Bangkok,,7000.0
a4090,Valparaiso Athletics Center,,Valparaiso,,5000.0
a4091,Jacoby Dickens Center,,Chicago,,2500.0
a4092,Espace Marcel Joriot,FR,Saint-Jean-de-Braye,,
a4093,Salle du Hainaut,FR,Valenciennes,,
a4094,Pav. Est. Ant. Augusto Louro,PT,Arrentela,,
a4095,Pav. Mun. Susana Barroso,PT,Pontinha,,
a4096,Pav. Mun. S. Julião da Barra,PT,Oeiras,,
a4097,Pav. Municipal de Fiães,PT,Fiães,,
a4098,Pav. Mun. Atlântico da Madalena,PT,Vila Nova de Gaia,,
a4099,Tecde Spor Salonu,TR,Malatya,,
a41,Arena Samokov,BG,Sofia,2008.0,2300.0
a410,Nakhon Pathom Sports Center Gymnasium,TH,Nakhon Pathom,,
a4102,Rajamangala University of Technology Lanna Pitsanulok,TH,Pitsanulok,,
a4103,Müzahir Sille Spor Salonu,TR,Maltepe İstanbul,2016.0,2000.0
a4104,Huseyin Cahit Elginkan Spor Salonu,TR,Maltepe,2014.0,3000.0
a4108,EAK Stavroupolis,GR,Stavroupoli,,700.0
a4109,Jerusalem YMCA,IL,Jerusalem,,
a4110,Kantonsschule Zürcher Oberland,CH,Wetzikon,,
a4111,OZ Grünau,CH,Wittenbach,,
a4112,Zinzikon,CH,Winterthur,,
a4113,Kantonsschule Baden,CH,Baden,,
a4114,Schulhaus Fluntern,CH,Zürich,,
a4115,Turnhalle Gersag,CH,Emmenbrücke,,
a4116,Schulhaus Apfelbaum,CH,Zürich,,
a4117,Gymnasium St. Antonius,CH,Appenzell,,
a4118,Schulhaus Hofmatt,CH,Gelterkinden,,
a4119,Nouste Areena,FI,Nousiainen,,
a4120,Pielaveden liikuntahalli,FI,Pielavesi,,
a4121,Varna City Hall,IR,Rasht,,
a4122,Turnhalle Lunkhofen,CH,Oberlunkhofen,,
a4123,Campus Sursee,CH,Oberkirch,,
a4125,PalaMoncada,IT,Porto Empedocle,,
a4126,Nationwide Arena,,Columbus,2000.0,20000.0
a4128,Gymnasium Hall of Sports Board Punjab,PK,Lahore,,
a4129,Pavilhão Siza Vieira,PT,Matosinhos,,
a413,Old Ankara Arena,TR,Ankara,1969.0,4500.0
a4130,Centre Sportif Bim Diederich,LU,Petange,,
a4131,Primarschule Serafin,CH,Laufen,,
a4132,Beunden,CH,Nidau,,
a4133,Gymnasium Laufental-Thierstein,CH,Laufen,,
a4134,Ebnet,CH,Andwil,,
a4135,Al Sinaah,IQ,Baghdad,2017.0,1000.0
a4136,Gleiberger Weg,DE,Giessen,,
a4137,Salle Sportive,FR,Riom,,
a4138,OŠ Jožef Atila,RS,Novi Sad,,
a414,TVF Cengiz Göllü Volleyball Hall,TR,Bursa,,2000.0
a4140,VTB Arena,,Moscow,2008.0,12000.0
a4141,SportinGenk Park - Arcade Hall,BE,Genk,,
a4142,Ice Palace,,St. Petersburg,2000.0,12300.0
a4144,SPbGMTU Sports Complex,,St. Petersburg,2020.0,2000.0
a4145,Elektro-tehnička škola,HR,Nova Gradiška,,
a4146,SD Dinko Lukarić,HR,Rijeka,,
a4147,Palazzo Wanny,IT,Florence,2021.0,5000.0
a4148,Padepokan Voli Jenderal Polisi Kunarto,ID,Bogor,2019.0,1000.0
a4150,Mimis Tsikinas,GR,Thessaloniki,,1300.0
a4151,Chenzhou Olympic Sports Centre Gymnasium,CN,Chenzhou,2010.0,5000.0
a4154,Volksbank-Arena,DE,Rottenburg,,1100.0
a4155,Pavilhão de Machico,PT,Machico,,
a4156,Gimnasio CA Villa Dora,AR,Santa Fé,,
a4157,OŠ Borislav Pekić,RS,Beograd,,
a4158,SC Torlak,RS,Beograd,,
a4159,Tyson Events Center,,Iowa,,10000.0
a416,Abdi Ipekçi Arena,TR,Istanbul,1986.0,12500.0
a4160,Hutchison Arena,,Hutchinson,,6500.0
a4161,Sporting Club hall,EG,Alexandria,,
a4162,Ittihad Club Hall,EG,Alexandria,,
a4163,Smouha Club Hall,EG,Alex,,
a4164,Eastern Company Hall,EG,Giza,,
a4166,Tersana club Hall,EG,Giza,,
a4169,Sportovní hala Teplice,,Teplice,,
a417,TVF Burhan Felek Voleybol Salonu,TR,Istanbul,2010.0,7000.0
a4170,Murov sports hall,AZ,Baku,,200.0
a4171,Salle des Peupliers,FR,Bordeaux,1989.0,900.0
a4172,Ramat Alon,IL,Haifa,,
a4173,SRC Novi Beograd - 11. April,RS,Beograd,,
a4174,Berufsschule BSA 1,CH,Aarau,,
a4175,Doppelturnhalle Säli,CH,Luzern,,
a4176,Sporthallen Weissenstein,CH,Bern,,
a4178,Palais des Sports,FR,Villefranche-sur-Saône,,
a4179,Gachibowli Indoor Stadium,IN,Hyderabad,2002.0,5000.0
a418,Caferaga Spor Salonu,TR,Istanbul,1982.0,1500.0
a4181,Kercado,FR,Vannes,,2575.0
a4182,Pavilhão Esc. B.I. Sophia Mello Breyner,PT,Lisboa,,
a4183,Pav. Mun. Nery Capucho,PT,Marinha Grande,,
a4184,Maurice Bacquet,FR,La Seyne-sur-Mer,,
a4185,Jean Balestas,FR,Saint-Égrève,,
a4186,Halles des Sports de Clavières,FR,Alès-en-Cévennes,,
a4187,Salle Vanpoulle,FR,Cambrai,,
a4189,Swanla,NL,Zevenhuizen,,
a419,Halkapinar Sport Hall,TR,Izmir,2005.0,10000.0
a4190,SC Župa,ME,Tivat,,
a4191,Expodroom,BE,Bree,,4000.0
a4192,SC Park,RS,Kragujevac,,600.0
a4193,SD Jovo Đurić,BA,Ljubinje,,
a4194,Baluan Sholak Sports Palace,,Almaty,1967.0,5000.0
a4195,Jawaharlal Nehru Indoor Stadium,IN,Chennai,1993.0,8000.0
a4196,Arçelik Spor Salonu,TR,Istanbul,,
a4197,Les Arènes,FR,Poitiers,,
a4198,Gymnase Pourtier Villebœuf,FR,Saint-Étienne,,400.0
a4199,Sportovní Centrum,,Nymburk,,
a42,Armeec Arena,BG,Sofia,2011.0,15373.0
a4200,NEC Tamagawa Arena,JP,Kawasaki City Kanagawa,2005.0,
a4201,Yokooji Sports Park Gymnasium,JP,Kyoto City Kyoto,,
a4202,Palais des Sports,FR,Cannes,,
a4203,Gymnase des Capucins,FR,Melun,,600.0
a4204,Centre Brossolette,FR,Saint-Maur-des-Fossés,,
a4205,Geochang Sports Park Gymnasium,KR,Geochang,1993.0,624.0
a4206,Salle Dewoitine,FR,Toulouse,,
a4207,Dvorec sporta im. Romazana,,Magnitogorsk,,
a4209,Sportcomplex Amerena,NL,Amersfoort,,
a421,Amiral Orhan Aydin Sports,TR,Marmaris-Mugla,1999.0,1040.0
a4210,Beyneshal,NL,Haarlem,,
a4211,De Waard,NL,Bergambacht,,
a4212,SH Turija,RS,Turija,,
a4213,CFK Vrbas,RS,Vrbas,,
a4217,Espace François-Mitterrand,FR,Mont-de-Marsan,,
a4220,Salle de la Croix-Blanche,CH,Épalinges,,
a4222,A. Le Coq Sports Hall,EE,Tartu,2006.0,2000.0
a4223,OŠ Branko Radičević,RS,Šid,1982.0,
a4228,Daeshin High School Gymnasium,KR,Seoul,1967.0,
a4229,Cultural Gymnasium,KR,Seoul,1975.0,3000.0
a423,Sports Palace Lokomotyv,UA,Kharkiv,2004.0,5000.0
a4230,Centro Cultural,PT,Viana do Castelo,,
a4231,Neue Sporthalle Otto-Schott-Gymnasium,DE,Mainz,,1085.0
a4232,Osmangazi Üniversitesi Spor Salonu,TR,Eskişehir,,
a4233,Kolodrum,BG,Sofia,,
a4234,Defensores de Lujan,AR,San Miguel de Tucumán,,
a4235,Tokyo Gakugei University Gymnasium,JP,Koganei City Tokyo,,
a4236,Azumino City General Gymnasium,JP,Azumino,2022.0,996.0
a4237,Amasya Spor Salonu,TR,Amasya,,1000.0
a4238,President Valdas Adamkus Sports Center,LT,Kaunas,2021.0,1000.0
a424,Anaheim Convention Center,,Anaheim California,1967.0,9100.0
a4240,Osnovna škola Dragiša Ivanović,ME,Podgorica,,
a4241,Osnovna škola 21 maj,ME,Podgorica,,
a4242,Estadio del Club de Tucumán de Gimnasia,AR,Tucumán,,
a4243,EAK Heraklion - Linto,GR,Heraklion - Crete,1985.0,1400.0
a4244,Nishinomiya City Central Gymnasium,JP,Nishinomiya City Hyogo,1965.0,2536.0
a4245,Complexe Pascal-Rossini,FR,Ajaccio,,450.0
a4248,Dvorana Kapetan Kirčo Dimitrov,MK,Vinica,,
a4249,SC Jezero,RS,Kladovo,,2500.0
a425,Stegeman Coliseum,,Athens - Georgia,1964.0,10523.0
a4250,Gymnase de la Rabière,FR,Joué-lès-Tours,,
a4252,Vojvoda Gjorgi Stojanov Hall,MK,Kruševo,,
a4253,Dvorana Isatov,MK,Dorjan,,
a4254,SH Danilovgrad,ME,Danilovgrad,,
a4255,Ginásio Poliesportivo General Mário Brum Negreiros,BR,Araguari,,2200.0
a4256,Íþróttahöllin á Húsavík,IS,Húsavík,,
a4257,Heiðarskóli Keflavík,IS,Keflavík,,
a4258,Mogilno Sport,PL,Mogilno,2012.0,880.0
a4259,Nyuzen Town General Gymnasium,JP,Nyuzen Town Shimoniikawa District Toyama,2003.0,460.0
a426,Omni Coliseum,,Atlanta,1972.0,16000.0
a4260,SC Kuanysh,,Petropavlovsk,,
a4262,Estadio Ciudad de San José,AR,San José,,
a4263,Sur Sports Complex,OM,Sur,1996.0,
a4264,Hangzhou Normal University Cangqian Gymnasium,CN,Hangzhou City Zhejiang,2021.0,8033.0
a4265,Songnim Gymnasium,KR,Incheon,2013.0,5002.0
a4266,Guangzhou Gymnasium,CN,Guangzhou City Guangdong,2001.0,10000.0
a4267,Majees Sports Club,OM,Sohar,2021.0,188.0
a4268,Saham Club Hall,OM,Saham,2020.0,
a4270,Centrum Sportu i Rekreacji,PL,Jelcz-Laskowice,2015.0,1000.0
a4271,San Andres Sport Complex,PH,Manila,,5000.0
a4272,Paco Arena,PH,Manila,,1000.0
a4273,Zayyarthiri Indoor Stadium,MM,Naypyidaw,2013.0,
a4274,İzmir Bornova DSİ Spor Salonu,TR,İzmir,,
a4276,Prijepoljska gimnazija,RS,Prijepolje,,
a4277,Mekif Ashdod,IL,Ashdod,,
a4278,Netanya Hall,IL,Netanya,,
a4280,Sads,IL,Nazareth,,
a4283,Gradska Sportska Dvorana,HR,Varaždin,2008.0,5400.0
a4284,Pallasport Siderno,IT,Reggio Calabria,2021.0,
a4285,SH Maglić,RS,Maglić,,
a4286,Trabzon Beşirli Spor Salonu,TR,Trabzon,2018.0,3500.0
a4287,Hala Sportova,RS,Kruševac,,2350.0
a4288,SD Zorka,RS,Šabac,,3000.0
a4294,Bildungszentrum Salem,DE,88682 Salem,,850.0
a4295,Saaletalhalle Hammelburg,DE,97762 Hammelburg,,650.0
a4296,Sporthalle Brüderstraße,DE,04103 Leipzig,,1016.0
a4297,Jahnsporthalle Grafing,DE,85567 Grafing,,800.0
a4298,Volleydome Bürgerwiese,DE,01069 Dresden,,599.0
a4299,Burdahalle in FT-Sportpark,DE,Freiburg,,1200.0
a43,Hristo Botev Hall,BG,Sofia,1980.0,1500.0
a430,Dallas Arena,,Dallas,1980.0,18000.0
a4300,Lanxess Arena,DE,50679 Köln,1998.0,20001.0
a4301,OŠ Milan Dj. Milićević,RS,Beograd,,
a4302,OŠ Nikola Tesla,RS,Novi Banovci,,
a4303,Kocaseyit Spor Salonu Gsim,TR,Havran,2012.0,700.0
a4304,Energia Areena,FI,Vantaa,,
a4305,Ynares Center,PH,Rizal,2000.0,7400.0
a4306,Arena Brusque,BR,Brusque,,
a4307,Idrottshögskolan,SE,Gothenburg,,
a4308,Orlovets,BG,Gabrovo,,
a4309,Campo sportivo di Montegiardino,SM,Montegiardino,,
a431,Westgate City Center,,Glendale,2006.0,
a4310,Hinata Budokon,JP,Miyazaki City Miyazaki,1998.0,2000.0
a4311,Mie Prefectural General Gymnasium,JP,Ise City Mie,2017.0,3400.0
a4313,Sportarena,UA,Krasnoperekopsk,,
a4314,Ginásio Antônio Elias,BR,Vinhedo,,700.0
a4315,Fertitta Center,,Houston,,7100.0
a4316,Fifth Third Arena,,Cincinnati,,13176.0
a4317,Moody Coliseum,,Dallas,,7000.0
a4318,Donald W. Reynolds Center,,Tulsa,,8355.0
a4319,Larry O. Finch Center,,Memphis,2017.0,250.0
a432,Sears Center Arena,,Hoffman Estates,2006.0,11218.0
a4320,Minges Coliseum,,Greenville,,8000.0
a4321,Yuengling Center,,Tampa,,10411.0
a4323,Hall Omnisports,LU,Strassen,,
a4324,Tenri University Gymnasium,JP,Tenri City Nara,,
a4325,Dai Yên Sports Arena,,Quảng Ninh,,5000.0
a4326,La Maladière,CH,Neuchatel,,
a4327,Adilcevaz Kapalı Spor Salonu,TR,Adilcevaz,2013.0,1000.0
a4328,Camilopolis,BR,Santo André,,2000.0
a433,Great Western Forum,,Inglewood,1967.0,17500.0
a4330,Iona Kai Kolokasi,CY,Nicosia,,
a4331,Sport Hall Voleygrad,,Anapa,,
a4332,Palazzetto dello Sport,IT,Concorezzo,,
a4333,Portaria Sport Hall,GR,Volos,,
a4334,Vathi Sport Hall,GR,Samos,,
a4336,Sala Polivalenta,RO,Oradea,,
a4337,Viialan Liikuntahalli,FI,Akaa,,
a4338,Tüskecsarnok Sporthall,HU,Budapest,,
a4339,Firat Üniversitesi Spor Salonu,TR,Elazığ,,
a434,Long Beach Arena,,Long Beach,1962.0,13609.0
a4340,Hayri Gür Arena,TR,Trabzon,,
a4341,Hall Omnisports Cents,LU,Luxembourg,,
a4342,Sportif Nicolas Frantz,LU,Mamer,,
a4343,Holleschbierg Sports Center,LU,Hesperange,,
a4344,Będzin Arena,PL,Będzin,2021.0,2500.0
a4345,Sports Hall UB,RS,Ub,,
a4347,Školski centar Fra. Martina Nedića,BA,Orašje,,
a4348,Arena Futuroscope,FR,Poitiers,,6000.0
a4349,Jelgavas Sporta Halle,LV,Jelgava,,
a435,Walter Pyramid,,Long Beach,1994.0,4200.0
a4350,Daugavpils BJSS sp.zāle,LV,Daugavpils,,
a4351,Mārupes Sporta Komplekss,LV,Mārupes,,
a4352,Gulbenes Sporta Centrs,LV,Gulbene,,
a4353,RIMI Olimpiskais centrs,LV,Riga,2005.0,
a4354,Sējas SH,LV,Sējas,,
a4355,RVS sporta zāle,LV,Riga,,
a4356,Druskininkų LSC,LT,Druskininkai,,
a4357,Vilniaus Universitetas,LT,Vilniaus,,
a4358,SM Startas,LT,Kaunas,,
a4359,SM Tauras,LT,Vilnius,,
a436,Ralston Arena,,Omaha - Nebraska,2012.0,3319.0
a4360,Dreifelderhalle Markkleeberg,DE,Markkleeberg,,
a4361,Sporthalle Seume-Gymnasium,DE,Grimma,,
a4363,OŠ Valentina Vodnika,SI,Ljubljana,,
a4365,Stade de la Commune Urbaine de Tétouan,MA,Tétouan,,
a4366,SD Pelagićevo,BA,Pelagićevo,,
a4367,Allgäu Sporthalle Sonthofen,DE,Sonthofen,,
a4368,DJK-Sporthalle,DE,Augsburg,,
a4369,Sporthalle Pierre de Coubertin-Gymnasium,DE,Erfurt,,1000.0
a437,Reno Events Center,,Reno,2005.0,7000.0
a4370,SSC Nikola Tesla,BA,Kotor Varoš,,
a4371,PCU Dasmarinas Gym,PH,Dasmarinas,,2000.0
a4372,Fr. Bellarmine Baltasar Gymnasium,PH,Muntinlupa,,1500.0
a4374,MOSiR Dębica,PL,Dębica,,800.0
a4376,Chaoyang Gymnasium,CN,Beijing,1989.0,3532.0
a4377,Tramsschapp,LU,Luxembourg,,
a4378,Nakajima Sports Center,JP,Sapporo City Hokkaido,1980.0,
a4379,Old Osaka Municipal Central Gymnasium,JP,Osaka City Osaka,1959.0,
a438,Viejas Arena Hall,,San Diego State,1997.0,12200.0
a4380,Ryogoku Kokugikan National Sumo Stadium,JP,Tokyo,1985.0,11098.0
a4381,Makomanai Indoor Stadium,JP,Sapporo City Hokkaido,1970.0,10770.0
a4383,Unknown Paris Venue,FR,Paris,,
a4384,Sehwa Girls' High School Gymnasium,KR,Seoul,,
a4385,Gumi Electronic Technical High School,KR,Gumi,,
a4386,Unknown Perth Venue,AU,Perth,,
a4388,Şehit Mustafa Özel Spor Kompleksi,TR,İstanbul,2019.0,2100.0
a4389,Inha University Gymnasium,KR,Incheon,,
a439,Reynolds Center,,Tulsa - Oklahoma,1998.0,8355.0
a4390,Old Macpherson Stadium,HK,Mong Kok,1953.0,1850.0
a4391,Bahçelievler Spor Salonu,TR,İstanbul,1990.0,750.0
a4392,Unknown New Delhi Venue,IN,New Delhi,,
a4395,Çağdaş Spor Saloon,TR,Eskişehir,,100.0
a4396,Madeira Tecnopolo ICEC Centre,PT,Funchal Madeira,,2500.0
a4397,МТЛ Арена,,Самара,,2200.0
a4398,Al-Rayyan Sports Club Indoor Hall,QA,Doha,,
a4399,Mineirinho Arena,BR,Belo Horizonte,1980.0,25000.0
a44,Palace of Culture and Sports,BG,Varna,1968.0,5500.0
a440,Bren Center Hall,,UC Irvine,1987.0,5608.0
a4400,Chiba Central Sports Centre Gymnasium,JP,Chiba City Chiba,1973.0,3104.0
a4401,PalaBadiali,IT,Falconara Marittima,,
a4402,Blue Eagle Gym,PH,Quezon City,,7500.0
a4403,Rizal Memorial Coliseum,PH,Manila,1934.0,6100.0
a4404,Moro Lorenzo Sports Center,PH,Quezon City,,1500.0
a4405,Cuneta Astrodome,PH,Pasay City,1991.0,13000.0
a4406,JCSGO Gymnasium,PH,Quezon City,,2000.0
a4407,Albay Astrodome,PH,Legazpi City,,5000.0
a4408,Philippine Arena,PH,Bocaue,2014.0,55000.0
a441,Charles Koch Arena,,Wichita,1956.0,10506.0
a4410,Sporthal De Spil,BE,Dilsen-Stokkem,,
a4411,Marikina Sports Center,PH,Marikina City,1969.0,7000.0
a4412,San Juan Gymnasium,PH,San Juan,,2000.0
a4413,Hagonoy Sports Complex,PH,Taguig,,2000.0
a4414,Philippine Army Gymnasium,PH,Taguig,,500.0
a4416,Duenas Gymnasium,PH,Taguig,,1100.0
a4417,PUP Taguig Gymnasium,PH,Taguig,,1300.0
a4418,TUP Taguig Campus Gymnasium,PH,Taguig,,
a4419,Arnold's Gym,PH,Pateros,,
a442,Domo José Maria Vargas,VE,Caracas,2008.0,7000.0
a4420,Pateros Catholic School Gym,PH,Pateros,,75.0
a4421,Don Bosco Technical Institute Gymnasium,PH,Makati,,500.0
a4422,University of Makati Sports Hall,PH,Makati,,400.0
a4423,Colegio San Agustin Makati Sports Hall,PH,Makati,,3000.0
a4424,Makati Coliseum,PH,Makati,,12000.0
a4425,Barangay Manggahan Court,PH,Pasig,,500.0
a4426,Toby's Arena Pasig,PH,Pasig,,200.0
a4427,Meralco Gymnasium,PH,Pasig,,1500.0
a4428,Gatorade Hoops Center,PH,Mandaluyong,,300.0
a4429,Mandaluyong City Gymnasium,PH,Mandaluyong,,1500.0
a443,KSC Kakanj,BA,Kakanj,,1000.0
a4430,Mandaluyong Elementary School Gymnasium,PH,Mandaluyong,,1750.0
a4431,St. Benilde Gymnasium,PH,Philippines,1959.0,2500.0
a4432,New Mandaluyong College Gymnasium,PH,Mandaluyong,,3000.0
a4433,Reyes Gymnasium,PH,Mandaluyong,,800.0
a4434,Marist School Gymnasium,PH,Marikina City,,3300.0
a4435,Pasay City Sports Complex,PH,Pasay City,,2000.0
a4436,St. Paul College Pasig Gymnasium,PH,Pasig100,,1000.0
a4437,St. Paul College Paranaque Gymnasium,PH,Paranaque,,1000.0
a4438,Olivarez College Gymnasium,PH,Paranaque,,4000.0
a4439,Arellano University Pasay Campus Gymnasium,PH,Pasay City,,1500.0
a444,Sports Hall,PL,Jarocin,2010.0,300.0
a4440,Pasig City Sports Center,PH,Pasig,,3000.0
a4441,Philippine Science High School Main Campus Gymnasium,PH,Quezon City,,1500.0
a4442,UP Diliman College of Human Kinetics Gymnasium,PH,Quezon City,,2500.0
a4443,Epsilon Chi Center,PH,Quezon City,,600.0
a4444,FEU Diliman Sports Center,PH,Quezon City,,
a4445,New Era University Gymnasium,PH,Quezon City,,1000.0
a4446,Arellano University Gymnasium,PH,Manila,,1000.0
a4447,Letran Gym,PH,Manila,,1800.0
a4448,Emilio Aguinaldo College Gymnasium,PH,Manila,,1500.0
a4449,Jose Rizal University Gymnasium,PH,Manila,,1100.0
a445,Spart Hall Sever,,Novosibirsk,,2500.0
a4450,Mapua University Sports Center,PH,Manila,,1500.0
a4451,St. Placid Sports Complex,PH,Manila,,2000.0
a4452,Pamantasan ng Lungsod ng Maynila Gym,PH,Manila,,1000.0
a4453,Manila Arena,PH,Manila,,3500.0
a4454,Oreta Sports Center,PH,Malabon,,4000.0
a4455,Valenzuela Astrodome,PH,Valenzuela,,5000.0
a4456,Navotas Sports Center,PH,Navotas,,4000.0
a4457,Wes Arena,PH,Valenzuela,,3000.0
a4458,Quadricentennial Pavillion,PH,Manila,,5792.0
a4459,Baliwag Star Arena,PH,Baliwag,,5000.0
a446,Landstede Sportcentrum,NL,Zwolle,2010.0,1200.0
a4460,San Jose Del Monte City Sports Complex,PH,San Jose Del Monte,,4500.0
a4461,AUF Sports and Cultural Center,PH,Angeles,,4000.0
a4462,Bulacan Capitol Gymnasium,PH,Malolos,,3000.0
a4463,Bir El Djir Sports Hall,DZ,Oran,,
a4464,Hammou Boutlèlis Sports Palace,DZ,Oran,,
a4465,Sporthal Valkenhuizen,NL,Arnhem,,
a4466,Coliseo Juan Aubin Cruz Abreu,PR,Manati,,
a4467,Mario Morales Coliseum,PR,Guaynabo,,
a4470,Palazzetto dello Sport,IT,Borgoricco,,
a4471,Palazzetto dello Sport,IT,Sorbolo Mezzani,,
a4472,PalaLUISS,IT,Roma,,
a4473,Palasport A. Errico,IT,Pozzuoli,,
a4474,PalaSparti,IT,Lamezia Terme,,
a4475,Palasport,IT,Scanzorosciate,,
a4476,Palasport Flavio Brasili,IT,Collemarino,,
a4477,Palestra IIS Giancarlo Siani,IT,Napoli,,
a4478,Arena Stožice,SI,Lubiana.,2010.0,12480.0
a4479,Maurice Lacroix arena,CH,Saignelégier,2021.0,
a448,U Palatinu,FR,Ajaccio,,2989.0
a4480,Stades de Flandres,FR,Dunkerque,,2500.0
a4481,Palacio de los Deportes de Oviedo,ES,Oviedo,1975.0,3750.0
a4483,Palazzo dello Sport,IT,Zocca,,
a4484,Elli Mistakidou National Sports Hall,GR,Giannitsa,,
a4485,Dvorana Žeravinec,HR,Ivanić Grad,,
a4486,Kurtdereli Kapalı Spor Salonu,TR,Balıkesir,,
a4487,Dvorets Sporta Borisoglebskiy,,Ramenskoye - Moscow Oblast,,
a4488,Farma Conde Arena,BR,São José dos Campos,2021.0,5000.0
